REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019,BIRTHS2019,DEATHS2019,RDEATH2019
3,6,1,0,Alabama,Alabama,4903185,57313,53879,11.005972301
3,6,1,1,Alabama,Autauga County,55869,624,541,9.7125724852
3,6,1,3,Alabama,Baldwin County,223234,2304,2326,10.546624377
3,6,1,5,Alabama,Barbour County,24686,256,312,12.591307155
3,6,1,7,Alabama,Bibb County,22394,240,252,11.25980206
3,6,1,9,Alabama,Blount County,57826,651,657,11.367077
3,6,1,11,Alabama,Bullock County,10101,109,109,10.75215783
3,6,1,13,Alabama,Butler County,19448,213,272,13.920519972
3,6,1,15,Alabama,Calhoun County,113605,1269,1532,13.442369788
3,6,1,17,Alabama,Chambers County,33254,354,441,13.192927873
3,6,1,19,Alabama,Cherokee County,26196,222,343,13.139245355
3,6,1,21,Alabama,Chilton County,44428,551,503,11.355555305
3,6,1,23,Alabama,Choctaw County,12589,133,176,13.84627488
3,6,1,25,Alabama,Clarke County,23622,266,324,13.630626841
3,6,1,27,Alabama,Clay County,13235,143,187,14.097779788
3,6,1,29,Alabama,Cleburne County,14910,187,189,12.63368984
3,6,1,31,Alabama,Coffee County,52342,599,570,10.930848004
3,6,1,33,Alabama,Colbert County,55241,630,719,13.04367545
3,6,1,35,Alabama,Conecuh County,12067,123,182,14.943142165
3,6,1,37,Alabama,Coosa County,10663,89,122,11.452173097
3,6,1,39,Alabama,Covington County,37049,413,543,14.675279047
3,6,1,41,Alabama,Crenshaw County,13772,137,179,12.972424539
3,6,1,43,Alabama,Cullman County,83768,990,1050,12.560860359
3,6,1,45,Alabama,Dale County,49172,648,546,11.107155571
3,6,1,47,Alabama,Dallas County,37196,438,542,14.359517817
3,6,1,49,Alabama,DeKalb County,71513,795,819,11.460957179
3,6,1,51,Alabama,Elmore County,81209,932,821,10.122056467
3,6,1,53,Alabama,Escambia County,36633,420,474,12.958431866
3,6,1,55,Alabama,Etowah County,102268,1175,1487,14.515884986
3,6,1,57,Alabama,Fayette County,16302,174,225,13.741716798
3,6,1,59,Alabama,Franklin County,31362,432,367,11.714012129
3,6,1,61,Alabama,Geneva County,26271,278,365,13.884398121
3,6,1,63,Alabama,Greene County,8111,96,93,11.397058824
3,6,1,65,Alabama,Hale County,14651,190,181,12.31292517
3,6,1,67,Alabama,Henry County,17205,167,213,12.39164582
3,6,1,69,Alabama,Houston County,105882,1304,1137,10.795055352
3,6,1,71,Alabama,Jackson County,51626,562,675,13.075440449
3,6,1,73,Alabama,Jefferson County,658573,8422,7343,11.142623456
3,6,1,75,Alabama,Lamar County,13805,159,172,12.424603605
3,6,1,77,Alabama,Lauderdale County,92729,876,1136,12.259014854
3,6,1,79,Alabama,Lawrence County,32924,349,428,12.99628027
3,6,1,81,Alabama,Lee County,164542,1825,1133,6.9043687043
3,6,1,83,Alabama,Limestone County,98915,1014,864,8.8573596047
3,6,1,85,Alabama,Lowndes County,9726,116,141,14.314720812
3,6,1,87,Alabama,Macon County,18068,172,264,14.509879359
3,6,1,89,Alabama,Madison County,372909,4242,3305,8.9334827203
3,6,1,91,Alabama,Marengo County,18863,209,276,14.557345922
3,6,1,93,Alabama,Marion County,29709,302,405,13.62283254
3,6,1,95,Alabama,Marshall County,96774,1395,1155,11.97238577
3,6,1,97,Alabama,Mobile County,413210,5443,4576,11.064926649
3,6,1,99,Alabama,Monroe County,20733,199,278,13.303026678
3,6,1,101,Alabama,Montgomery County,226486,3058,2164,9.5542947968
3,6,1,103,Alabama,Morgan County,119679,1402,1316,11.017992147
3,6,1,105,Alabama,Perry County,8923,95,121,13.449674874
3,6,1,107,Alabama,Pickens County,19930,205,235,11.776497119
3,6,1,109,Alabama,Pike County,33114,345,339,10.217614082
3,6,1,111,Alabama,Randolph County,22722,254,285,12.541530067
3,6,1,113,Alabama,Russell County,57961,810,608,10.505853385
3,6,1,115,Alabama,St. Clair County,89512,983,975,10.944849186
3,6,1,117,Alabama,Shelby County,217702,2237,1626,7.5054525312
3,6,1,119,Alabama,Sumter County,12427,136,163,13.008259846
3,6,1,121,Alabama,Talladega County,79978,844,1044,13.040627049
3,6,1,123,Alabama,Tallapoosa County,40367,385,534,13.201156955
3,6,1,125,Alabama,Tuscaloosa County,209355,2431,1872,8.9639288057
3,6,1,127,Alabama,Walker County,63521,750,969,15.237046938
3,6,1,129,Alabama,Washington County,16326,165,191,11.671962845
3,6,1,131,Alabama,Wilcox County,10373,133,162,15.449170322
3,6,1,133,Alabama,Winston County,23629,243,325,13.735683192
4,9,2,0,Alaska,Alaska,731545,10031,4819,6.5712859757
4,9,2,13,Alaska,Aleutians East Borough,3337,10,9,2.6737967914
4,9,2,16,Alaska,Aleutians West Census Area,5634,38,7,1.2417952812
4,9,2,20,Alaska,Anchorage Municipality,288000,3923,1847,6.3852478994
4,9,2,50,Alaska,Bethel Census Area,18386,403,150,8.1956016938
4,9,2,60,Alaska,Bristol Bay Borough,836,8,7,8.1585081585
4,9,2,68,Alaska,Denali Borough,2097,14,9,4.3594090579
4,9,2,70,Alaska,Dillingham Census Area,4916,87,42,8.478853336
4,9,2,90,Alaska,Fairbanks North Star Borough,96849,1533,506,5.1787487079
4,9,2,100,Alaska,Haines Borough,2530,20,7,2.7899561578
4,9,2,105,Alaska,Hoonah-Angoon Census Area,2148,20,18,8.3662561004
4,9,2,110,Alaska,Juneau City and Borough,31974,340,177,5.5302994798
4,9,2,122,Alaska,Kenai Peninsula Borough,58708,665,541,9.2266498393
4,9,2,130,Alaska,Ketchikan Gateway Borough,13901,153,88,6.3407428757
4,9,2,150,Alaska,Kodiak Island Borough,12998,168,53,4.0384029259
4,9,2,158,Alaska,Kusilvak Census Area,8314,233,103,12.382040031
4,9,2,164,Alaska,Lake and Peninsula Borough,1592,31,10,6.2735257215
4,9,2,170,Alaska,Matanuska-Susitna Borough,108317,1368,646,5.9972520331
4,9,2,180,Alaska,Nome Census Area,10004,197,101,10.071296804
4,9,2,185,Alaska,North Slope Borough,9832,151,57,5.7920942994
4,9,2,188,Alaska,Northwest Arctic Borough,7621,167,90,11.753183154
4,9,2,195,Alaska,Petersburg Borough,3266,30,29,8.9093701997
4,9,2,198,Alaska,Prince of Wales-Hyder Census Area,6203,59,53,8.4374751254
4,9,2,220,Alaska,Sitka City and Borough,8493,77,58,6.8047163724
4,9,2,230,Alaska,Skagway Municipality,1183,8,14,11.904761905
4,9,2,240,Alaska,Southeast Fairbanks Census Area,6893,109,35,5.0614605929
4,9,2,261,Alaska,Valdez-Cordova Census Area,9202,118,58,6.3170505909
4,9,2,275,Alaska,Wrangell City and Borough,2502,21,34,13.492063492
4,9,2,282,Alaska,Yakutat City and Borough,579,4,1,1.7021276596
4,9,2,290,Alaska,Yukon-Koyukuk Census Area,5230,76,69,13.032392105
4,8,4,0,Arizona,Arizona,7278717,81942,60523,8.3845793175
4,8,4,1,Arizona,Apache County,71887,934,702,9.7759333788
4,8,4,3,Arizona,Cochise County,125922,1348,1312,10.398956934
4,8,4,5,Arizona,Coconino County,143476,1513,901,6.3007213312
4,8,4,7,Arizona,Gila County,54018,514,811,15.043730697
4,8,4,9,Arizona,Graham County,38837,526,323,8.4079550187
4,8,4,11,Arizona,Greenlee County,9498,144,49,5.1725957986
4,8,4,12,Arizona,La Paz County,21108,191,310,14.710418298
4,8,4,13,Arizona,Maricopa County,4485414,52722,33023,7.4310710943
4,8,4,15,Arizona,Mohave County,212181,1752,3375,16.015260764
4,8,4,17,Arizona,Navajo County,110924,1447,1117,10.101010101
4,8,4,19,Arizona,Pima County,1047279,10891,10199,9.78869228
4,8,4,21,Arizona,Pinal County,462789,4568,3330,7.3219399843
4,8,4,23,Arizona,Santa Cruz County,46498,619,316,6.8035266382
4,8,4,25,Arizona,Yavapai County,235099,1782,3042,13.031436949
4,8,4,27,Arizona,Yuma County,213787,2991,1713,8.0536155468
3,7,5,0,Arkansas,Arkansas,3017804,36640,31322,10.392968139
3,7,5,1,Arkansas,Arkansas County,17486,206,216,12.268544814
3,7,5,3,Arkansas,Ashley County,19657,213,251,12.65471779
3,7,5,5,Arkansas,Baxter County,41932,349,695,16.635549811
3,7,5,7,Arkansas,Benton County,279141,3744,1820,6.6012945066
3,7,5,9,Arkansas,Boone County,37432,407,460,12.296670543
3,7,5,11,Arkansas,Bradley County,10763,116,130,12.036479793
3,7,5,13,Arkansas,Calhoun County,5189,39,48,9.2165898618
3,7,5,15,Arkansas,Carroll County,28380,301,305,10.800856986
3,7,5,17,Arkansas,Chicot County,10118,111,150,14.591439689
3,7,5,19,Arkansas,Clark County,22320,233,241,10.79918446
3,7,5,21,Arkansas,Clay County,14551,155,197,13.44067681
3,7,5,23,Arkansas,Cleburne County,24919,227,385,15.426842706
3,7,5,25,Arkansas,Cleveland County,7956,75,88,11.033790985
3,7,5,27,Arkansas,Columbia County,23457,262,279,11.861488425
3,7,5,29,Arkansas,Conway County,20846,227,213,10.222936815
3,7,5,31,Arkansas,Craighead County,110332,1456,1030,9.4000401555
3,7,5,33,Arkansas,Crawford County,63257,758,658,10.39198964
3,7,5,35,Arkansas,Crittenden County,47955,722,534,11.088270105
3,7,5,37,Arkansas,Cross County,16419,194,207,12.526854065
3,7,5,39,Arkansas,Dallas County,7009,73,79,11.157404138
3,7,5,41,Arkansas,Desha County,11361,135,172,15.042854644
3,7,5,43,Arkansas,Drew County,18219,228,198,10.835362684
3,7,5,45,Arkansas,Faulkner County,126007,1516,920,7.3264448824
3,7,5,47,Arkansas,Franklin County,17715,178,190,10.710561177
3,7,5,49,Arkansas,Fulton County,12477,134,201,16.219487593
3,7,5,51,Arkansas,Garland County,99386,1071,1347,13.581914979
3,7,5,53,Arkansas,Grant County,18265,172,188,10.316915901
3,7,5,55,Arkansas,Greene County,45325,587,505,11.14003353
3,7,5,57,Arkansas,Hempstead County,21532,291,233,10.782793808
3,7,5,59,Arkansas,Hot Spring County,33771,361,379,11.239120442
3,7,5,61,Arkansas,Howard County,13202,172,171,12.903712647
3,7,5,63,Arkansas,Independence County,37825,513,430,11.376714775
3,7,5,65,Arkansas,Izard County,13629,119,188,13.817941274
3,7,5,67,Arkansas,Jackson County,16719,187,206,12.308795411
3,7,5,69,Arkansas,Jefferson County,66824,788,827,12.261752081
3,7,5,71,Arkansas,Johnson County,26578,326,252,9.4670999493
3,7,5,73,Arkansas,Lafayette County,6624,61,94,14.132150643
3,7,5,75,Arkansas,Lawrence County,16406,194,249,15.165357208
3,7,5,77,Arkansas,Lee County,8857,81,120,13.45819548
3,7,5,79,Arkansas,Lincoln County,13024,100,146,11.141636142
3,7,5,81,Arkansas,Little River County,12259,136,176,14.33458218
3,7,5,83,Arkansas,Logan County,21466,235,296,13.723081203
3,7,5,85,Arkansas,Lonoke County,73309,858,690,9.4069529652
3,7,5,87,Arkansas,Madison County,16576,207,141,8.5615398628
3,7,5,89,Arkansas,Marion County,16694,141,278,16.667166282
3,7,5,91,Arkansas,Miller County,43257,520,471,10.875212136
3,7,5,93,Arkansas,Mississippi County,40651,580,498,12.163102812
3,7,5,95,Arkansas,Monroe County,6701,67,114,16.788159929
3,7,5,97,Arkansas,Montgomery County,8986,88,148,16.540008941
3,7,5,99,Arkansas,Nevada County,8252,102,104,12.560386473
3,7,5,101,Arkansas,Newton County,7753,84,108,13.887995885
3,7,5,103,Arkansas,Ouachita County,23382,249,338,14.382366708
3,7,5,105,Arkansas,Perry County,10455,117,138,13.246940245
3,7,5,107,Arkansas,Phillips County,17782,267,255,14.231499051
3,7,5,109,Arkansas,Pike County,10718,102,130,12.15862327
3,7,5,111,Arkansas,Poinsett County,23528,310,334,14.0836162
3,7,5,113,Arkansas,Polk County,19964,215,286,14.306080084
3,7,5,115,Arkansas,Pope County,64072,765,593,9.2898657434
3,7,5,117,Arkansas,Prairie County,8062,80,116,14.370664024
3,7,5,119,Arkansas,Pulaski County,391911,5067,3795,9.683234481
3,7,5,121,Arkansas,Randolph County,17958,235,255,14.19505678
3,7,5,123,Arkansas,St. Francis County,24994,305,315,12.474506465
3,7,5,125,Arkansas,Saline County,122437,1280,1100,9.0344994682
3,7,5,127,Arkansas,Scott County,10281,112,117,11.348205626
3,7,5,129,Arkansas,Searcy County,7881,73,111,14.040857631
3,7,5,131,Arkansas,Sebastian County,127827,1780,1276,9.9922865186
3,7,5,133,Arkansas,Sevier County,17007,246,149,8.7472114594
3,7,5,135,Arkansas,Sharp County,17442,193,240,13.820108258
3,7,5,137,Arkansas,Stone County,12506,111,166,13.301282051
3,7,5,139,Arkansas,Union County,38682,480,550,14.13500212
3,7,5,141,Arkansas,Van Buren County,16545,141,250,15.069318867
3,7,5,143,Arkansas,Washington County,239187,3203,1599,6.7213397282
3,7,5,145,Arkansas,White County,78753,881,837,10.653327733
3,7,5,147,Arkansas,Woodruff County,6320,70,102,15.954950727
3,7,5,149,Arkansas,Yell County,21341,258,244,11.401070018
4,9,6,0,California,California,39512223,462617,282520,7.1547769171
4,9,6,1,California,Alameda County,1671329,18628,10944,6.5570529211
4,9,6,3,California,Alpine County,1129,10,5,4.5085662759
4,9,6,5,California,Amador County,39752,307,427,10.788685776
4,9,6,7,California,Butte County,219186,2422,2527,11.2429787
4,9,6,9,California,Calaveras County,45905,397,528,11.528006725
4,9,6,11,California,Colusa County,21547,282,129,6.0048876993
4,9,6,13,California,Contra Costa County,1153526,12070,8478,7.359231265
4,9,6,15,California,Del Norte County,27812,261,255,9.1805875576
4,9,6,17,California,El Dorado County,192843,1624,1699,8.858439632
4,9,6,19,California,Fresno County,999101,14506,7467,7.5005612614
4,9,6,21,California,Glenn County,28393,371,251,8.9070262598
4,9,6,23,California,Humboldt County,135558,1352,1390,10.228033642
4,9,6,25,California,Imperial County,181215,2728,1079,5.9491974924
4,9,6,27,California,Inyo County,18039,191,172,9.5595386967
4,9,6,29,California,Kern County,900202,13144,6478,7.2220116391
4,9,6,31,California,Kings County,152940,2321,887,5.829351805
4,9,6,33,California,Lake County,64386,731,848,13.177626007
4,9,6,35,California,Lassen County,30573,281,202,6.6022781128
4,9,6,37,California,Los Angeles County,10039107,112963,68164,6.778099333
4,9,6,39,California,Madera County,157327,2108,1060,6.7471014516
4,9,6,41,California,Marin County,258826,2149,1998,7.707025042
4,9,6,43,California,Mariposa County,17203,149,180,10.40221914
4,9,6,45,California,Mendocino County,86749,933,860,9.8765432099
4,9,6,47,California,Merced County,277680,4086,1787,6.4766205596
4,9,6,49,California,Modoc County,8841,71,100,11.337225781
4,9,6,51,California,Mono County,14444,126,30,2.0799389885
4,9,6,53,California,Monterey County,434061,5797,2742,6.3178922848
4,9,6,55,California,Napa County,137744,1235,1279,9.2502522303
4,9,6,57,California,Nevada County,99755,778,986,9.8964684864
4,9,6,59,California,Orange County,3175692,36406,21518,6.7755462544
4,9,6,61,California,Placer County,398329,3721,3480,8.8027835009
4,9,6,63,California,Plumas County,18807,157,213,11.345477788
4,9,6,65,California,Riverside County,2470546,29482,18148,7.3827353099
4,9,6,67,California,Sacramento County,1552058,19192,12368,8.0030956347
4,9,6,69,California,San Benito County,62808,774,324,5.2142426071
4,9,6,71,California,San Bernardino County,2180085,29341,15223,7.0041717681
4,9,6,73,California,San Diego County,3338330,40603,23052,6.9098741328
4,9,6,75,California,San Francisco County,881549,8868,6359,7.2169306765
4,9,6,77,California,San Joaquin County,762148,9975,5838,7.7087675677
4,9,6,79,California,San Luis Obispo County,283111,2488,2465,8.7030972787
4,9,6,81,California,San Mateo County,766573,8425,5187,6.7571880614
4,9,6,83,California,Santa Barbara County,446499,5390,3288,7.3698921526
4,9,6,85,California,Santa Clara County,1927852,21713,11258,5.8328750224
4,9,6,87,California,Santa Cruz County,273213,2540,1885,6.8914586129
4,9,6,89,California,Shasta County,180080,1977,2297,12.768594926
4,9,6,91,California,Sierra County,3005,25,37,12.329223592
4,9,6,93,California,Siskiyou County,43539,382,525,12.056631722
4,9,6,95,California,Solano County,447643,5088,3711,8.3078865596
4,9,6,97,California,Sonoma County,494336,4509,4379,8.8199246913
4,9,6,99,California,Stanislaus County,550660,7393,4317,7.8577630221
4,9,6,101,California,Sutter County,96971,1267,834,8.6282258857
4,9,6,103,California,Tehama County,65084,739,661,10.239965299
4,9,6,105,California,Trinity County,12285,118,161,12.956703686
4,9,6,107,California,Tulare County,466195,7032,3209,6.8952624884
4,9,6,109,California,Tuolumne County,54478,466,621,11.408625362
4,9,6,111,California,Ventura County,846006,9161,6241,7.3677152173
4,9,6,113,California,Yolo County,220500,2215,1386,6.2911637745
4,9,6,115,California,Yuba County,78668,1149,583,7.4635941751
4,8,8,0,Colorado,Colorado,5758736,64524,39116,6.8324753583
4,8,8,1,Colorado,Adams County,517421,6777,3208,6.2365434619
4,8,8,3,Colorado,Alamosa County,16233,198,115,7.0810627752
4,8,8,5,Colorado,Arapahoe County,656590,7605,4149,6.3421602324
4,8,8,7,Colorado,Archuleta County,14029,127,93,6.700529558
4,8,8,9,Colorado,Baca County,3581,37,46,12.840195394
4,8,8,11,Colorado,Bent County,5577,36,57,10.013175231
4,8,8,13,Colorado,Boulder County,326196,2609,1935,5.9462349731
4,8,8,14,Colorado,Broomfield County,70465,651,413,5.9089055648
4,8,8,15,Colorado,Chaffee County,20356,131,175,8.6640097037
4,8,8,17,Colorado,Cheyenne County,1831,17,13,7.0460704607
4,8,8,19,Colorado,Clear Creek County,9700,73,57,5.905511811
4,8,8,21,Colorado,Conejos County,8205,86,73,8.9100451605
4,8,8,23,Colorado,Costilla County,3887,37,34,8.8323158852
4,8,8,25,Colorado,Crowley County,6061,30,35,5.8245964387
4,8,8,27,Colorado,Custer County,5068,33,40,7.9984003199
4,8,8,29,Colorado,Delta County,31162,283,394,12.70025465
4,8,8,31,Colorado,Denver County,727211,9372,4995,6.9207939723
4,8,8,33,Colorado,Dolores County,2055,11,10,4.8602673147
4,8,8,35,Colorado,Douglas County,351154,3472,1493,4.3017072851
4,8,8,37,Colorado,Eagle County,55127,559,129,2.3439629327
4,8,8,39,Colorado,Elbert County,26729,196,148,5.5815356766
4,8,8,41,Colorado,El Paso County,720403,9512,4845,6.7644356827
4,8,8,43,Colorado,Fremont County,47839,381,564,11.774776091
4,8,8,45,Colorado,Garfield County,60061,781,380,6.3459194068
4,8,8,47,Colorado,Gilpin County,6243,36,24,3.8850667746
4,8,8,49,Colorado,Grand County,15734,109,66,4.2246759482
4,8,8,51,Colorado,Gunnison County,17462,130,70,4.0428542551
4,8,8,53,Colorado,Hinsdale County,820,2,3,3.6855036855
4,8,8,55,Colorado,Huerfano County,6897,48,96,13.929193268
4,8,8,57,Colorado,Jackson County,1392,16,10,7.1761750987
4,8,8,59,Colorado,Jefferson County,582881,5822,4599,7.9138033835
4,8,8,61,Colorado,Kiowa County,1406,18,11,7.8994614004
4,8,8,63,Colorado,Kit Carson County,7097,78,74,10.381593715
4,8,8,65,Colorado,Lake County,8127,86,28,3.5059162336
4,8,8,67,Colorado,La Plata County,56221,472,367,6.5232847494
4,8,8,69,Colorado,Larimer County,356899,3337,2295,6.4870915358
4,8,8,71,Colorado,Las Animas County,14506,117,160,11.029158337
4,8,8,73,Colorado,Lincoln County,5701,61,44,7.7827894225
4,8,8,75,Colorado,Logan County,22409,217,195,8.7293238131
4,8,8,77,Colorado,Mesa County,154210,1631,1515,9.8645335834
4,8,8,79,Colorado,Mineral County,769,8,5,6.4892926671
4,8,8,81,Colorado,Moffat County,13283,170,81,6.1210609839
4,8,8,83,Colorado,Montezuma County,26183,263,279,10.662080825
4,8,8,85,Colorado,Montrose County,42758,428,434,10.216091521
4,8,8,87,Colorado,Morgan County,29068,438,240,8.2991856424
4,8,8,89,Colorado,Otero County,18278,216,235,12.835918724
4,8,8,91,Colorado,Ouray County,4952,20,34,6.9572334766
4,8,8,93,Colorado,Park County,18845,134,117,6.2617072518
4,8,8,95,Colorado,Phillips County,4265,42,57,13.333333333
4,8,8,97,Colorado,Pitkin County,17767,130,55,3.0775256694
4,8,8,99,Colorado,Prowers County,12172,158,115,9.4841449837
4,8,8,101,Colorado,Pueblo County,168424,1808,1834,10.921672433
4,8,8,103,Colorado,Rio Blanco County,6324,62,43,6.7962699542
4,8,8,105,Colorado,Rio Grande County,11267,115,113,10.027509096
4,8,8,107,Colorado,Routt County,25638,207,133,5.2008994037
4,8,8,109,Colorado,Saguache County,6824,69,59,8.6358313817
4,8,8,111,Colorado,San Juan County,728,4,4,5.3619302949
4,8,8,113,Colorado,San Miguel County,8179,61,24,2.93416468
4,8,8,115,Colorado,Sedgwick County,2248,13,32,14.146772767
4,8,8,117,Colorado,Summit County,31011,266,69,2.2319984473
4,8,8,119,Colorado,Teller County,25388,176,198,7.8414288826
4,8,8,121,Colorado,Washington County,4908,47,48,9.799918334
4,8,8,123,Colorado,Weld County,324492,4360,1856,5.8062871203
4,8,8,125,Colorado,Yuma County,10019,135,93,9.3158369228
1,1,9,0,Connecticut,Connecticut,3565287,34567,31149,8.7291137339
1,1,9,1,Connecticut,Fairfield County,943332,9603,6960,7.3756042352
1,1,9,3,Connecticut,Hartford County,891720,9126,8275,9.2753460741
1,1,9,5,Connecticut,Litchfield County,180333,1382,1838,10.170767068
1,1,9,7,Connecticut,Middlesex County,162436,1248,1552,9.5417852729
1,1,9,9,Connecticut,New Haven County,854757,8512,7887,9.2152491517
1,1,9,11,Connecticut,New London County,265206,2502,2521,9.4865199975
1,1,9,13,Connecticut,Tolland County,150721,1134,1048,6.9539829468
1,1,9,15,Connecticut,Windham County,116782,1060,1068,9.1344118439
3,5,10,0,Delaware,Delaware,973764,10683,9454,9.7501963395
3,5,10,1,Delaware,Kent County,180786,2127,1757,9.7794203592
3,5,10,3,Delaware,New Castle County,558753,6268,4916,8.8076445195
3,5,10,5,Delaware,Sussex County,234225,2288,2781,11.997049269
3,5,11,0,District of Columbia,District of Columbia,705749,9493,5677,8.0679544318
3,5,11,1,District of Columbia,District of Columbia,705749,9493,5677,8.0679544318
3,5,12,0,Florida,Florida,21477737,221695,211692,9.9101976698
3,5,12,1,Florida,Alachua County,269043,2775,2081,7.7375839849
3,5,12,3,Florida,Baker County,29210,322,273,9.4852596286
3,5,12,5,Florida,Bay County,174705,2222,1989,11.021069692
3,5,12,7,Florida,Bradford County,28201,285,349,12.474755598
3,5,12,9,Florida,Brevard County,601942,5258,7468,12.476349983
3,5,12,11,Florida,Broward County,1952778,21829,16032,8.2238896505
3,5,12,13,Florida,Calhoun County,14105,133,165,11.519128735
3,5,12,15,Florida,Charlotte County,188910,1047,2841,15.20230951
3,5,12,17,Florida,Citrus County,149657,1066,2706,18.201446833
3,5,12,19,Florida,Clay County,219252,2183,1877,8.626712014
3,5,12,21,Florida,Collier County,384902,3160,3867,10.134935913
3,5,12,23,Florida,Columbia County,71686,804,863,12.124703205
3,5,12,27,Florida,DeSoto County,38001,389,362,9.6060714617
3,5,12,29,Florida,Dixie County,16826,141,228,13.607472173
3,5,12,31,Florida,Duval County,957755,13013,8855,9.2897266953
3,5,12,33,Florida,Escambia County,318316,3804,3536,11.164787976
3,5,12,35,Florida,Flagler County,115081,807,1385,12.193726174
3,5,12,37,Florida,Franklin County,12125,94,111,9.3273391874
3,5,12,39,Florida,Gadsden County,45660,520,522,11.398997674
3,5,12,41,Florida,Gilchrist County,18582,182,206,11.175608962
3,5,12,43,Florida,Glades County,13811,64,129,9.3828417646
3,5,12,45,Florida,Gulf County,13639,112,186,12.489508142
3,5,12,47,Florida,Hamilton County,14428,164,129,8.9926803764
3,5,12,49,Florida,Hardee County,26937,339,193,7.1342759449
3,5,12,51,Florida,Hendry County,42022,576,356,8.5414717244
3,5,12,53,Florida,Hernando County,193920,1597,2850,14.824370224
3,5,12,55,Florida,Highlands County,106221,854,1627,15.410553435
3,5,12,57,Florida,Hillsborough County,1471968,17267,11696,8.0003091775
3,5,12,59,Florida,Holmes County,19617,198,250,12.800819252
3,5,12,61,Florida,Indian River County,159923,1283,2177,13.730251332
3,5,12,63,Florida,Jackson County,46414,502,636,13.456615111
3,5,12,65,Florida,Jefferson County,14246,122,146,10.221584346
3,5,12,67,Florida,Lafayette County,8422,63,77,8.9990066032
3,5,12,69,Florida,Lake County,367118,3388,4431,12.243070963
3,5,12,71,Florida,Lee County,770577,6760,7950,10.425908185
3,5,12,73,Florida,Leon County,293582,2984,1945,6.646857096
3,5,12,75,Florida,Levy County,41503,409,551,13.389873756
3,5,12,77,Florida,Liberty County,8354,71,77,9.1770454681
3,5,12,79,Florida,Madison County,18493,177,239,12.907406907
3,5,12,81,Florida,Manatee County,403253,3482,4334,10.867057821
3,5,12,83,Florida,Marion County,365579,3495,5162,14.247054748
3,5,12,85,Florida,Martin County,161000,1258,2026,12.59394173
3,5,12,86,Florida,Miami-Dade County,2716940,30789,21689,7.9859435023
3,5,12,87,Florida,Monroe County,74228,685,736,9.8801892808
3,5,12,89,Florida,Nassau County,88625,858,979,11.216709345
3,5,12,91,Florida,Okaloosa County,210738,2692,1940,9.2895860867
3,5,12,93,Florida,Okeechobee County,42168,542,447,10.665457756
3,5,12,95,Florida,Orange County,1393452,16922,8890,6.4072256785
3,5,12,97,Florida,Osceola County,375751,4498,2465,6.6245009789
3,5,12,99,Florida,Palm Beach County,1496770,14947,15460,10.377071639
3,5,12,101,Florida,Pasco County,553947,5186,6466,11.831255484
3,5,12,103,Florida,Pinellas County,974996,8104,12833,13.175199455
3,5,12,105,Florida,Polk County,724777,8043,7237,10.111962352
3,5,12,107,Florida,Putnam County,74521,826,1033,13.906464554
3,5,12,109,Florida,St. Johns County,264672,2216,2105,8.1197949414
3,5,12,111,Florida,St. Lucie County,328297,3082,3501,10.793529432
3,5,12,113,Florida,Santa Rosa County,184313,1971,1692,9.3067259246
3,5,12,115,Florida,Sarasota County,433742,2835,6127,14.247660949
3,5,12,117,Florida,Seminole County,471826,4714,3672,7.8131981769
3,5,12,119,Florida,Sumter County,132420,478,2017,15.447711755
3,5,12,121,Florida,Suwannee County,44417,444,561,12.664228633
3,5,12,123,Florida,Taylor County,21569,216,258,11.968270167
3,5,12,125,Florida,Union County,15237,149,224,14.657287747
3,5,12,127,Florida,Volusia County,553284,4933,7178,13.058209817
3,5,12,129,Florida,Wakulla County,33739,329,276,8.344418914
3,5,12,131,Florida,Walton County,74071,780,718,9.9169216107
3,5,12,133,Florida,Washington County,25473,257,305,12.135439462
3,5,13,0,Georgia,Georgia,10617423,127873,86319,8.170838383
3,5,13,1,Georgia,Appling County,18386,225,213,11.540962289
3,5,13,3,Georgia,Atkinson County,8165,122,61,7.4267973458
3,5,13,5,Georgia,Bacon County,11164,158,108,9.6878363832
3,5,13,7,Georgia,Baker County,3038,30,22,7.1848465056
3,5,13,9,Georgia,Baldwin County,44890,411,480,10.692447345
3,5,13,11,Georgia,Banks County,19234,219,158,8.2709522065
3,5,13,13,Georgia,Barrow County,83240,1062,659,8.0329607372
3,5,13,15,Georgia,Bartow County,107738,1268,982,9.172598031
3,5,13,17,Georgia,Ben Hill County,16700,197,225,13.424020047
3,5,13,19,Georgia,Berrien County,19397,236,237,12.259783255
3,5,13,21,Georgia,Bibb County,153159,2074,1745,11.402918363
3,5,13,23,Georgia,Bleckley County,12873,129,110,8.562310267
3,5,13,25,Georgia,Brantley County,19109,221,216,11.340368562
3,5,13,27,Georgia,Brooks County,15457,149,199,12.865270235
3,5,13,29,Georgia,Bryan County,39627,541,258,6.6421234199
3,5,13,31,Georgia,Bulloch County,79608,890,561,7.1533312082
3,5,13,33,Georgia,Burke County,22383,290,247,11.021373433
3,5,13,35,Georgia,Butts County,24936,291,278,11.31737502
3,5,13,37,Georgia,Calhoun County,6189,53,49,7.8137458141
3,5,13,39,Georgia,Camden County,54666,768,372,6.8687279005
3,5,13,43,Georgia,Candler County,10803,130,125,11.558021267
